45 135.374379 134.333476 0.974476 0.858568 -0.873772 0.769436 0.747342 0.863693 0.716766 0.796149 0.553997 1.000000 1.000000 0.487465 0.997426 1.000000 0.845889 0.973366 0.967545 -nan(ind) -nan(ind) 0.992999 
47 133.322634 134.395720 0.959706 0.846879 -0.790350 0.772944 0.843370 0.849239 0.805459 0.732902 0.672439 1.000000 1.000000 0.108635 0.997133 1.000000 0.848190 0.962672 0.955901 -nan(ind) -nan(ind) 0.991690 
52 133.192180 135.170974 0.958767 0.836168 -0.826948 0.816766 0.841299 0.849832 0.798163 0.766445 0.713660 0.981132 1.000000 0.169916 0.993476 1.000000 0.877037 0.957815 0.958242 -nan(ind) -nan(ind) 0.996678 
53 133.740071 135.851546 0.962711 0.843273 -0.808039 0.855434 0.852869 0.845323 0.802088 0.798787 0.847438 0.997484 1.000000 0.983287 0.990249 1.000000 0.902671 0.963468 0.958524 -nan(ind) -nan(ind) 0.995192 
54 133.865938 135.687195 0.963617 0.868389 -0.822656 0.846078 0.940523 0.866018 0.795596 0.823488 0.890811 0.994969 1.000000 0.793872 0.991030 1.000000 0.896453 0.963649 0.962491 -nan(ind) -nan(ind) 0.983792 
58 136.599320 137.704403 0.983293 0.895309 -0.873028 0.961726 0.977550 0.900817 0.800330 0.895721 0.919314 0.983648 1.000000 0.036212 0.981378 1.000000 0.973999 0.983146 0.981798 -nan(ind) -nan(ind) 0.983735 
62 134.868780 137.413480 0.970836 0.964031 -0.962160 0.944933 0.919294 0.958130 1.000000 0.938394 0.758764 0.979874 1.000000 0.275766 0.982779 1.000000 0.962645 0.969892 0.969924 -nan(ind) -nan(ind) 0.984325 
63 138.319095 137.205354 0.995673 0.960432 -0.932822 0.932944 0.941356 0.965772 0.957114 0.903978 0.897137 0.992453 1.000000 0.086351 0.983780 1.000000 0.954558 0.995566 0.995258 -nan(ind) -nan(ind) 0.992154 
64 135.626890 136.968006 0.976293 0.932054 -0.835124 0.919297 0.899551 0.950488 0.914580 0.894040 0.956314 0.984906 1.000000 0.899721 0.984919 1.000000 0.945372 0.975917 0.975334 -nan(ind) -nan(ind) 0.997009 
67 137.819055 136.409723 0.992073 0.918568 -0.884139 0.887295 0.829234 0.925640 0.861603 0.886092 0.691170 0.993711 1.000000 0.331476 0.987590 1.000000 0.923916 0.991118 0.991490 -nan(ind) -nan(ind) 0.992189 
70 137.151575 135.813838 0.987269 0.898433 -0.825233 0.853287 0.935991 0.903322 0.776255 0.852573 0.880504 0.986164 1.000000 0.760446 0.990428 1.000000 0.901243 0.988100 0.985044 -nan(ind) -nan(ind) 0.983398 
72 136.723283 135.360365 0.984186 0.889003 -0.918106 0.827507 0.774067 0.898265 0.823682 0.832696 0.678773 0.983648 1.000000 0.387187 0.992580 1.000000 0.884141 0.983894 0.982349 -nan(ind) -nan(ind) 0.997464 
80 135.846209 134.042718 0.977872 0.837027 -0.852292 0.753068 0.794541 0.847862 0.817844 0.740657 0.694960 0.998742 1.000000 0.883008 0.998792 1.000000 0.835175 0.977373 0.976829 -nan(ind) -nan(ind) 0.998038 
87 134.375402 135.545957 0.967285 0.880140 -0.831500 0.838048 0.821077 0.878161 0.699844 0.857708 0.606896 0.993711 1.000000 0.565460 0.991700 1.000000 0.891124 0.966419 0.966767 -nan(ind) -nan(ind) 0.991656 
88 133.188373 135.463578 0.958740 0.889174 -0.848136 0.833367 0.812896 0.896854 0.809461 0.835745 0.586611 0.984906 1.000000 0.376045 0.992090 1.000000 0.888022 0.960558 0.955446 -nan(ind) -nan(ind) 1.000000 
90 134.259656 135.370452 0.966451 0.877408 -0.867354 0.828080 0.882584 0.884787 0.749630 0.782536 0.865866 0.982390 1.000000 1.000000 0.992532 1.000000 0.884520 0.965394 0.966919 -nan(ind) -nan(ind) 0.984023 
92 133.827246 135.218972 0.963339 0.895248 -0.855817 0.819486 0.778702 0.899744 0.751691 0.826549 0.668232 0.984906 1.000000 0.621170 0.993249 1.000000 0.878835 0.962865 0.962442 -nan(ind) -nan(ind) 0.998026 
93 133.781771 135.003517 0.963011 0.871337 -0.895814 0.807280 0.803016 0.887197 0.778245 0.814023 0.638435 0.997484 1.000000 0.431755 0.994268 1.000000 0.870775 0.960694 0.963781 -nan(ind) -nan(ind) 0.996194 
